ID;Typ;Datum;Betrag;Hauptkategorie;Unterkategorie;Beschreibung;Haendler;Zahlungsart;Quelle
excel-August_2010-C22;Ausgabe;2010-08-17;2,45;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-H22;Ausgabe;2010-08-17;2,75;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C23;Ausgabe;2010-08-18;8,4;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C24;Ausgabe;2010-08-19;2,6;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J24;Ausgabe;2010-08-19;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C25;Ausgabe;2010-08-20;11,11;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J25;Ausgabe;2010-08-20;4,25;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C26;Ausgabe;2010-08-21;19,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J26;Ausgabe;2010-08-21;17,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-M26;Ausgabe;2010-08-21;7,1;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J27;Ausgabe;2010-08-22;2,4;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C28;Ausgabe;2010-08-23;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-L28;Ausgabe;2010-08-23;18,11;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J29;Ausgabe;2010-08-24;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C30;Ausgabe;2010-08-25;12,48;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J30;Ausgabe;2010-08-25;24,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C31;Ausgabe;2010-08-26;40,08;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C33;Ausgabe;2010-08-28;3,2;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J33;Ausgabe;2010-08-28;54,95;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J34;Ausgabe;2010-08-29;5,99;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C35;Ausgabe;2010-08-30;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-C36;Ausgabe;2010-08-31;6,3;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-August_2010-J36;Ausgabe;2010-08-31;4,25;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-Einkommen;Einnahme;2010-09-01;2028,17;Einnahmen;Einkommen / Gehalt;Einkommen netto · Excel-Historie;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-G9;Ausgabe;2010-09-01;308,1;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-H9;Ausgabe;2010-09-01;2,75;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-I9;Ausgabe;2010-09-01;495,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-M9;Ausgabe;2010-09-01;53,7;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C10;Ausgabe;2010-09-02;1,6;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-G10;Ausgabe;2010-09-02;8,18;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C11;Ausgabe;2010-09-03;1,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-F11;Ausgabe;2010-09-03;4,0;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin + Fahrt-/Mietkosten;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J11;Ausgabe;2010-09-03;11,8;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C12;Ausgabe;2010-09-04;4,56;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J12;Ausgabe;2010-09-04;18,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-F13;Ausgabe;2010-09-05;10,6;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin + Fahrt-/Mietkosten;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J13;Ausgabe;2010-09-05;6,85;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C14;Ausgabe;2010-09-06;9,8;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-H14;Ausgabe;2010-09-06;2,95;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C15;Ausgabe;2010-09-07;7,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J15;Ausgabe;2010-09-07;16,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-L15;Ausgabe;2010-09-07;37,88;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C16;Ausgabe;2010-09-08;0,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-H16;Ausgabe;2010-09-08;40,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-I16;Ausgabe;2010-09-08;45,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J16;Ausgabe;2010-09-08;32,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-M16;Ausgabe;2010-09-08;1,3;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C17;Ausgabe;2010-09-09;2,35;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-M17;Ausgabe;2010-09-09;1,3;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C18;Ausgabe;2010-09-10;10,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J18;Ausgabe;2010-09-10;4,25;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C19;Ausgabe;2010-09-11;13,2;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-D19;Ausgabe;2010-09-11;9,98;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J19;Ausgabe;2010-09-11;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-H21;Ausgabe;2010-09-13;58,04;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J21;Ausgabe;2010-09-13;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-K21;Ausgabe;2010-09-13;67,6;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C22;Ausgabe;2010-09-14;1,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J22;Ausgabe;2010-09-14;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J23;Ausgabe;2010-09-15;27,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J24;Ausgabe;2010-09-16;418,85;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C25;Ausgabe;2010-09-17;16,51;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-H25;Ausgabe;2010-09-17;8,5;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J25;Ausgabe;2010-09-17;12,8;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C26;Ausgabe;2010-09-18;4,2;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-F26;Ausgabe;2010-09-18;14,4;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin + Fahrt-/Mietkosten;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-H26;Ausgabe;2010-09-18;101,8;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J26;Ausgabe;2010-09-18;1,4;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-F27;Ausgabe;2010-09-19;10,0;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin + Fahrt-/Mietkosten;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J27;Ausgabe;2010-09-19;3,8;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C28;Ausgabe;2010-09-20;6,03;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J28;Ausgabe;2010-09-20;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C30;Ausgabe;2010-09-22;3,55;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J30;Ausgabe;2010-09-22;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C31;Ausgabe;2010-09-23;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C32;Ausgabe;2010-09-24;1,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J32;Ausgabe;2010-09-24;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-L32;Ausgabe;2010-09-24;10,0;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C33;Ausgabe;2010-09-25;22,91;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J33;Ausgabe;2010-09-25;4,25;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C35;Ausgabe;2010-09-27;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J35;Ausgabe;2010-09-27;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C36;Ausgabe;2010-09-28;9,36;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-J36;Ausgabe;2010-09-28;22,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C37;Ausgabe;2010-09-29;9,07;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2010-C38;Ausgabe;2010-09-30;2,05;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-C11;Ausgabe;2010-10-01;26,77;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-Einkommen;Einnahme;2010-10-01;2028,17;Einnahmen;Einkommen / Gehalt;Einkommen netto · Excel-Historie;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-G11;Ausgabe;2010-10-01;308,1;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-H11;Ausgabe;2010-10-01;2,75;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-I11;Ausgabe;2010-10-01;495,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-J11;Ausgabe;2010-10-01;5,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-C12;Ausgabe;2010-10-02;3,6;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-J12;Ausgabe;2010-10-02;12,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-M12;Ausgabe;2010-10-02;2,9;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-J13;Ausgabe;2010-10-03;4,25;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-C14;Ausgabe;2010-10-04;21,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-M14;Ausgabe;2010-10-04;53,7;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-C15;Ausgabe;2010-10-05;3,98;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-J15;Ausgabe;2010-10-05;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-M15;Ausgabe;2010-10-05;7,9;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-C16;Ausgabe;2010-10-06;4,68;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-F16;Ausgabe;2010-10-06;26,75;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin + Fahrt-/Mietkosten;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-I16;Ausgabe;2010-10-06;45,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-J17;Ausgabe;2010-10-07;4,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-C18;Ausgabe;2010-10-08;25,79;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-C19;Ausgabe;2010-10-09;2,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-J19;Ausgabe;2010-10-09;41,05;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-M19;Ausgabe;2010-10-09;4,0;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2010-C20;Ausgabe;2010-10-10;7,09;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
